sentiment,tweet
neg,انا للى دنا اهو للى new_moon_face
neg,مسك حال بوب ارل sleeping_face
neg,دعم قلبقلب معى loudly_crying_face
neg,كمل حبا شيكور بصح قلب غي رب لي لي احب عرف وحد يتر crown tongue broken_heart heart_decoration index_pointing_up pencil bikini dog
neg,خبر شنو thinking_face
neg,اهل ريض شفح اشف مطر ايه انا شفح ومو شيف خير شعند خلو تنس مطر فرح لي pouting_face
neg,لقا دائمآ فيم نقل فعل حينآ فيم صمت فيم أرد فيم جهل broken_heart
neg,نبه نظر يخي يرب سعد هاليوم raised_hand
neg,كوفال grimacing_face
neg,خرج يطر وضع حتتعاقب لعب علب نصة عمة
neg,يتر ايم sleeping_face
neg,انا مدر لاه اضح موت loudly_crying_face
neg,شعب new_moon_face
neg,حد يود رسي خيم broken_heart
neg,انا معي ربع شبب تجه
neg,ثبت بحث ثبت ﺃﻥ خدم يتر زير ادى بك سعد ﻟﺬﺍ صاح backhand_index_pointing_down smiling_face_with_hearts
neg,نهض الل يخذ كثر سوب شكل anxious_face_with_sweat
neg,حس هذي خلق face_with_medical_mask
neg,صبح خير اني كنت سفر raised_hand relieved_face face_with_rolling_eyes
neg,سعة fire loudly_crying_face loudly_crying_face loudly_crying_face
neg,لاب لبو هيط طوق لكم وجه كلمو تاج راس ملك يعم وكل انت فرق فسد raised_hand
neg,قرأ زين كتب باي حضر شكل عرف حضر خلص خبر در new_moon_face
neg,راز خيف جين تقل تنس عمر
neg,اتن قرف raised_hand
neg,وقت لي صرع وصل مان سلط دول صرع رائيل حجز فضء وسط عملق thinking_face face_screaming_in_fear
neg,اخر لي قول واختصاار كلام خوف اني خسر رحل وطف شاف اعد وجه حيا
neg,ونا new_moon_face
neg,الل كرم face_with_medical_mask
neg,ازل عنا هلي سمر درباو سمر زعج رهب سكن وسط غيب جهة عنى
neg,شاف كيل ذس لاف حرب pensive_face
neg,خير خدم بلد دعم نخب دول قطر مال thumbs_down
neg,حدا فهم شصير loudly_crying_face
neg,ماش حد فهم توى دي جمع عمم لي جمع مبر وني face_with_tears_of_joy expressionless_face
neg,عش مايهيتو smirking_face
neg,الل وكل crying_face
neg,سأل هتلر جند يتر جند يا سيد هتلر انت تبع وزى امر neutral_face relieved_face
neg,كتح موت new_moon_face fire
neg,شكر درت حفظ نجم ضام قمر dizzy collision collision yellow_heart green_heart blue_heart confetti_ball balloon crown crown crown crown confetti_ball confetti_ball rose
neg,غرق رسيل حب شوق تزج سعة برد smirking_face
neg,در غلي broken_heart
neg,بكى عيط ولد شحيبر ذيل اخو loudly_crying_face face_with_tears_of_joy face_with_tears_of_joy
neg,كسر قلب حكم عاش قلب كسر broken_heart
neg,الل غفر رحم يرب ردس مقر ولد سلم broken_heart
neg,شقت شخص كآن ناب كثيراآ يتن اطع خبر انة عندماآ broken_heart
neg,يتر ايب crying_face
neg,انا شوي هتخانق ذرة كسج لي صرف دلق angry_face
neg,بقى طب اشف جاي تكل اكل لي هجب new_moon_face
neg,وي ركب نص سعة ضفي نظر حرك بغي نص طير فضة كنسل keycap_1 face_with_tears_of_joy slightly_frowning_face
neg,دخل
neg,ابي جوف مطر weary_face
neg,رب رحم ابي امي قدر ضعف غيب حزن قلب فرق ذكر تغب عني broken_heart
neg,مالهاش طعم يعم ناس anxious_face_with_sweat
neg,ودك كوى وحد broken_heart
neg,يحظ ظفر طول ونا معي loudly_crying_face
neg,دمع الم دي مان بق thinking_face
neg,الل خرش كمل loudly_crying_face
neg,دام جمع شده حيل ولابتوبي معى توتر عش برزنتيشن نهي جمع فضة لان كند
neg,شار غدد اقل شف نتا شف رفع عط سول طيب سؤل عطا وحد رفع ايش
neg,جمل وين بق قطع smiling_face_with_heart-eyes thinking_face
neg,لكم broken_heart
neg,نتي خير هوي بخت فيج حبج crying_face
neg,اقع zipper-mouth_face
neg,سلم تعب قلب فرق broken_heart
neg,يرب وشى هالمسلسل وشى جمع جيه broken_heart
neg,طاش broken_heart
neg,غرب تكرر طلق زوج لان تزج خرى تمم طلق تزج شخص تزج مكن عرف light_bulb thinking_face
neg,رحل ظن ونى ارد رحل رحل broken_heart
neg,دخل جال سن صغر thinking_face
neg,انا كنت اشف نسب ال وحد طلع سير زفة عنى
neg,ضام thinking_face
neg,علا نمى شيط حره وام بوه يهو شري شيم كرتوف بنت عوس angry_face_with_horns
neg,طلع ارد انا سوي امر اشف وين وصل وبر وكش ارد يزر ال طلع new_moon_face
neg,ثريااء thinking_face
neg,هتف ربط سلك بشر كثر حر telephone pensive_face
neg,الل افهم مدح ساب face_screaming_in_fear frowning_face
neg,سلو حبب وضل حير اقل نسا ساه صدق طوع broken_heart
neg,ال الل عظم يرب رحم انت رحم رحم loudly_crying_face
neg,انا يام اني صحى در انة دام صبح خير لكم worried_face cherry_blossom
neg,صبح متح جزء broken_heart
neg,رب رفع شئن ممن يحقدوناعل hushed_face
neg,عبر شخص لي بال قرأ وشى تقل حسة نكى عنى pensive_face
neg,عجز رؤى احب شاق صمت ؤلم ايك ظن صمت نسي لرض صمت جوف لفا برك sparkles broken_heart
neg,الل اني حزن حال ايم اسة سوي بر حال persevering_face broken_heart
neg,بكم جدد raised_hand
neg,لاه لي جيل جنب عرف طبطب ركب الش خشب لي قلب raised_hand sad_but_relieved_face broken_heart
neg,موت مر حلو نينيينيني
neg,اها مام محد اهد
neg,سبق وقع nba thinking_face
neg,smirking_face
neg,طيف حبب تمر خطر قلب شجن صدع غاب سلو نبك broken_heart
neg,تعب انا فكر هدة خرج يخي خرج
neg,يري وحد دبش دهي يحنش حاج سهل broken_heart
neg,حبا يخي broken_heart
neg,صدع عبر افة آكل راس broken_heart
neg,ضعة حال face_with_steam_from_nose
neg,ريم ربط غفر الل بتع confused_face face_with_tears_of_joy face_with_tears_of_joy beaming_face_with_smiling_eyes broken_heart person_walking
neg,ريض همم فقر قل يا عبد امن تقى open_mailbox_with_raised_flag
neg,غاف حمد عمر
neg,وج عششر كند ونا رسم face_without_mouth
neg,جمهور هيحضر بطل هتك طول سرى زي دور بتع thinking_face
neg,سرق غئب حضر broken_heart
neg,رحم قلب طيب روح طهر خار رحل رحم طفأ نور قبر زاد جبر broken_heart
neg,ازل ايم كمل شهر تلو اخر ماك نزع كلت وجع دخل نزع فجع قيم خيل
neg,ام الل لاذ رق لاذ broken_heart
neg,ردى عرف شيء عني اسل سأل عشق كثر writing_hand broken_heart
neg,صلى الل باك شام غدد صنعاء صلى الل wilted_flower
neg,احت new_moon_face
neg,رب شكى نتا اصب يأس باب فتح خاب ظن كثر ظن بك خاب pensive_face
neg,انت شفي عفي شفا ريض شف شفء غدر سقم طلى عمر يا الل مد صحة عفي broken_heart
neg,نتا عيز فهم ماش عرف دا قلب عدل دستور صنع دكتاتور thinking_face
neg,عط رد جبر اسف اعرف ترد لك winking_face pensive_face
neg,حبب حسن اهو سر بدي عرب نعش فكر حتم بدي حدث حبب ام نهو شوق
neg,معناتو كف مو حفظ درس expressionless_face
neg,انا مخ شوي وعب ال ذكر شوي هنق ابي خلص فتر خبر قعد بيت loudly_crying_face
neg,شازام خيب ظن disappointed_face
neg,كنت حسس اني صرخ ماش كد مدح flushed_face
neg,رحم الل امة ام سام لج مطر سبح احب شيل وسم broken_heart
neg,تهم نصر شكل كبر عكس تهم تحد كثر نصر تحد شرف هبط يا تعلم بوع درس face_screaming_in_fear lying_face
neg,شآعر روح آحسآس حرف رجميهآ حسآس وسط گلم گم ذاب قلب ضم گفف وگم ذاب شوق هيآم raised_hand
neg,ترى جلس اهن ندي pouting_face
neg,حبا كثر ضيق كثر خبا ابن زعل broken_heart
neg,طيب ناس تسى شيء فشل انا وشى دخل فشل loudly_crying_face
neg,ماتشوف شر عمر sleeping_face revolving_hearts
neg,حلم نوى جو غيم برد حرك مهم نهو حلو مر هذي ممر صحى حلم بسط زعل وقت broken_heart
neg,عد ام ليل سود دي crying_face
neg,صمت انا عصب نوع فا الق حل kitchen_knife
neg,حمدلل يوت يتر جان نحر ناس سلب face_without_mouth
neg,اوه وين ثلث ايم تر كبر ضاع سكت pensive_face
neg,اقل افز نصر fearful_face
neg,قدونس شكل بلا رئح ذاق فرد عنع خضر شيأ اخر رئح شكل طعم نعش قلب حئر جرب
neg,سؤل مهم سرح ايه حضر smirking_face face_with_rolling_eyes unamused_face unamused_face
neg,الل تعب وني اقل شعر طبع امن حدا فهم لشا ماشافو شعر ويع loudly_crying_face
neg,ايي عش جزة صيف رهب
neg,ولد اقل اب يخي فهم اب اقل ولد كفو يبي زوج تقل زوج عنى يا اخي flushed_face flushed_face flushed_face
neg,حصل نقص see-no-evil_monkey
neg,حرم مال صحب broken_heart
neg,انا عمر حد كرش crying_face
neg,يم يم يم الل حد عجب شخص hushed_face
neg,حاج سطح قرف face_with_medical_mask
neg,نمي غصب ناس نيم تحس عوز نمي برد slightly_frowning_face slightly_frowning_face pensive_face
neg,حسا قلب اصر كفى عش حبا اثي حاج قلب ثني عش كفى حب pensive_face
neg,لي لعب جول بقة شيء وين خيل عظم وضع thinking_face
neg,بر بر يا بره حتسقط نتا face_with_steam_from_nose
neg,ولي ونى نهر anxious_face_with_sweat anxious_face_with_sweat
neg,اقم عيدآ حب عشق اقم عيدآ فيء ندر grinning_face_with_sweat sad_but_relieved_face
neg,حكم اية جدر شيخ عبد عزز left_arrow_curving_right
neg,هرأ لكش لغة عرب متتكلموش face_with_rolling_eyes smirking_face
neg,خسر شيء صدق خسر صدق شي black_heart sleeping_face
neg,حلم نقش ويل هالمناقشة يرب مشى خير loudly_crying_face
neg,خصص broken_heart
neg,انا ايض مو ظهر انا تذكر نظل ظرد uploading غرد طلع فكل لي
neg,لزم عفس عيذ الل pensive_face
neg,يم عش قوم صبح new_moon_face
neg,نوي اشف loudly_crying_face
neg,قرر رض عقل الم قلب broken_heart
neg,عرفش مزعلتش لاه غرف لحف اتت زعل قلة بنت sad_but_relieved_face
neg,وطن وطن غني جرد وطن شيء منع لقء زجج ماء red_heart
neg,شهد دير بوى حفظ بنة حرض بحث دفع جاد new_moon_face
neg,عكس ندم unamused_face
neg,حلم اني شرى يبد loudly_crying_face
neg,لاه جرح وصخ broken_heart
neg,كف نبي الل نصر backhand_index_pointing_down folded_handsmedium-light_skin_tone folded_handsmedium-light_skin_tone
neg,لي خبر قعد ذكر فكر نصر وشى خبر crying_face
neg,زل ذكر رجف الت هز قاع قلب كفن جرح فرق نزف broken_heart broken_heart
neg,حب لان حب قدر اجب شى الل confused_face crying_face
neg,صبح خير قصد خير حبب
neg,اطح sad_but_relieved_face
neg,سلسل expressionless_face
neg,انا الل عنى جمع smirking_face
neg,خير فيش لفا سلم حاج دهي pensive_face
neg,غاب شمس اسد broken_heart
neg,تبع واجد وقت بدل عجب رتي لڪ collision collision incoming_envelope clockwise_vertical_arrows black_nib
neg,لحن ال تبع تبع لغى تبع عزز الل وشى جن شتل عقل عقل thinking_face smirking_face
neg,يفض حدأمر الل وقن لكف الل وقى ؤمن round_pushpin purple_heart
neg,يرب اصر رخم سرع broken_heart
neg,حقق قلب جعا جدآ broken_heart
neg,خصص صوت مطر قوم ونا نوم مو غيبوب sad_but_relieved_face
neg,مااعجب ضعة ونا روق ببد عصب loudly_crying_face
neg,عرض لي ملا جنس مر تعد شق خيل n تر اسم امي فكر heart_suit grimacing_face
neg,امن ارب pensive_face
neg,تو قرا اسم هال عرف thinking_face
neg,عدل صبح wilted_flower
neg,عفي وسف هه broken_heart
neg,شغل جمع عني شغل كشف انن همل كثر اسف sad_but_relieved_face
neg,الل وفق جز خير loudly_crying_face
neg,قرب مشى امر وزى جنب جدةباق ممح حيف sweat_droplets fire
neg,نطق جنب سر دخل تقل سجن بيت يم طوف طوف ماك ساح خضر ماك زرع ماك نظر جمل نطق thumbs_down
neg,مطيقيع هذي زقق face_with_medical_mask
neg,زعج نئم ثنء نوم ادى استيقاضه خطر sleeping_face relieved_face OK_hand hushed_face
neg,خلص كتف disappointed_face
neg,احن لغة حمد كتر سك لي رجعش raised_hand
neg,فضل عود كور زام فرق وسم رأي أدء يفر thinking_face
neg,هذب بعداقتحامه ثور فجأ بيت ربم بيت صغر وظف تجر خم
neg,حاج crying_cat
neg,unamused_face
neg,خل وضع شاء كره عرف فرق عز دله خير جاع ال نتا ذبح عزى broken_heart
neg,حشا sad_but_relieved_face
neg,ريفر امريكيةالعالمية مال ماك رجل نسء علج برد جنس collision collision
neg,انا سور قيم لبن متم شوف frowning_face
neg,ياش لي مسو قفط قفط علا loudly_crying_face
neg,سام عشق thinking_face
neg,صدق عجل رهب bomb face_with_tears_of_joy
neg,سيد سدة درج حرر لير collision
neg,لاك جمهور شدة طبب مان حبب حبب broken_heart
neg,صبح شكشو يلل طعن قلب شوك broken_heart
neg,يرب مايخترب روقانش وني روق زي مسا pensive_face
neg,كرى حاج قصر فتر دي شوي رأي قرر طبع تان حاس لفا شخص عيش جوا وحد عيز حاج
neg,ؤلم شعر downcast_face_with_sweat
neg,دمع اعد وتى دعو فرح يرب عفا غشا قبر dove love_letter palms_up_together
neg,بشر نتح لان تبع برا thinking_face
neg,نكد اوي شهد نتا روح فكه حر سعد اوي خالص smirking_face
neg,كوى صرح نوي يخي شكل حلو اسك broken_heart
neg,شاق لاه مر وشى سحب مر
neg,يرب تصل مكا بغى شور ضرر شغل يتر zipper-mouth_face
neg,نظر شنو طلع غسل بهر صم واح نخم هالمحل طبخ نكل بط سمن الل musical_score
neg,اوك شكر لان ضحتول هلش هاس عوف سلف ابن سي اني ارد طلب
neg,مر جمل ونا مر اقدر قوم
neg,كوى كبر thinking_face
neg,انا عرف سبب خنق لي انا ايه انم انا عرفش thinking_face
neg,غصن تخف ديم تحس فين نزل شيء اوق loudly_crying_face
neg,شار خير يا جمع ال عثر لي صور خبر علش غرق مشي ياه ال شوفو اقل دهي broken_heart crying_face crying_face
neg,رسل قئد بوى همم بنء جنب حذر صرح فهم فهم عود رقع قرب prohibited
neg,سبح شهد اله انت غفر اتب raised_hand
neg,دقق ورب شوي شوي بنق ستر صدق شهر تعب new_moon_face
neg,وين ناي كلب شاق loudly_crying_face
neg,اني صوت نبي عرف see-no-evil_monkey
neg,حلق مر عمر weary_face
neg,زعل باب شغل بقة شغل broken_heart
neg,قلب ذبل تجدد
neg,مان بق حلو عسل ريح جمع ابض جو بر new_moon_face
neg,نهو غضب pouting_face
neg,فاد غد حشد جماهير رجء بلد وضع طلب حل جهز امن رفض حكم جنرال قدم collision collision
neg,كره متح loudly_crying_face
neg,طبخ يد طبخ اهر unamused_face
neg,ضرب جزء هلل وضح وجى طحلب اقل حكم هلل frog
neg,ستى خبر شوي broken_heart
neg,جن كحل كلب loudly_crying_face
neg,شوى لي غبن قنو سود طهر توم حس خوجل دهي face_with_steam_from_nose
neg,صلة سلم broken_heart
neg,حرم وسم وجه وسم عرف نهي ظهر يم يسر ليش وجه وين broken_heart
neg,هه كتر لزم نسك face_screaming_in_fear
neg,جد تبع الل فرغ انا يا رف نيم flushed_face flushed_face crying_face crying_face
neg,رز fire hatching_chick glowing_star butterfly glowing_star glowing_star butterfly glowing_star glowing_star butterfly glowing_star round_pushpin right_arrow_curving_down right_arrow_curving_down round_pushpin round_pushpin
neg,صدق loudly_crying_face
neg,خرج كلة ترب شي عطا ملا broken_heart
neg,ثني جاي عش بلك loudly_crying_face
neg,شكل عاض كلب pensive_face
neg,رفع كثر الل new_moon_face
neg,نفر صور سدق ماش نفر smirking_face
neg,حدى جمهور شقرد وقع فوز ريتو وقع خسر هلل فضل وقع نتج هدة منة blue_heart blue_heart smiling_face_with_heart-eyes pouting_face winking_face_with_tongue
neg,عنى انا ديم كنت دور انى عندى حسس حاج ماش فهم لاه اسس حاج حلو عنى دينى
neg,جلس فكر كوى عمر رؤه كوى كوس يمد حق loudly_crying_face
neg,كثر جنب حاط قلب مار
neg,ححشى يدى ذي crying_face
neg,تلغ pensive_face
neg,صر لبس صمت انم قلب ضجة حن امن broken_heart
neg,كره شعر جلس قنع لشا مايزعل جلس وجع قلب يرب downcast_face_with_sweat
neg,هلل راس هلل شكك درة رئد لعب حرس يقف امم نصر طلب نزه stop_sign
neg,حية لهش طعم يا غلي
neg,عرف حلق قدم
neg,لي صدر سيع الح تطا طرف ثوب زعل
neg,يول ستر loudly_crying_face
neg,رب رحم رقى فرق قلب جن broken_heart
neg,اهل جئز حمر كبر جدر loudly_crying_face
neg,وحد حتج صحى حاج فرح smirking_face
neg,شوك بقى وضع الل خطة شن ذنب تعش ذل خرب broken_heart
neg,صبح خير نصح نسو وجه الل هالصبح شي حد عرف ترح بقع سئل غسل حرر slightly_frowning_face
neg,كنت اظن انن غنياء لين صحي طاف broken_heart
neg,طلع بحر عطش قلب حقق ذب عبد الل شوه سمع ناس pushpin
neg,خار يا مطر يا وجه تب pouting_face
neg,افي صعب نهو نزل حلق سلسل فضل ماتقدر شاف slightly_frowning_face
neg,اوي persevering_face
neg,اخسر شي انا new_moon_face
neg,متح pensive_face
neg,نهض عمد broken_heart
neg,علا حصل raised_hand raised_hand
neg,كنسلو اصل نظر pensive_face
neg,كوى ادب سحر فرع لقى كون لقى pushpin
neg,frowning_face
neg,ابي مطر broken_heart
neg,عبر زم مضى frog
neg,كوى قرئ crying_face raised_hand
neg,كتيير ملح لفل اسد face_screaming_in_fear
neg,دا خلة سءل جيب سفر هرب thinking_face
neg,خل حتج broken_heart
neg,اهل جلس هوش عش خذا جزة شهر تصل صيف عش ارح ونا ابي خذا شهر ودي قسم سفر برى
neg,شي اجز بقة خلص broken_heart
neg,هه انصصرععتت ضضح
neg,عضء ظهر هلز رقص وجم كون رئع نظر مر قدم
neg,هه طلع هذي امت قدم قلب قلب الآ نبح قلب قلب ناس عاش يعش
neg,سن عرف روز حب لج broken_heart
neg,بقة زمن طيب ال بيت pensive_face
neg,امن loudly_crying_face
neg,انن لعب متح يا صدق اين عطى حنن صحب قل لي دنا ام neg تحد تاج بطل دور تحد هدد هبط دهر دار حزن neg يا حيو سيس neg قات لي حدا سفر يسر طلب اسف حال neg عذر جرح عش لي سلم وحد شفى neg قدر حفر بير سعد ناس كثر حمد الل وفق نجز حفر كثر بئر بدء neg لزم صحصح هلل طلب نقط قهر فقر اعد نقط وحد خل neg صغر نجا حرب موت رفض رقدو سلم neg طال نوى اذ كئب غرب بكي توجع مهج يرح قلب ارح اغث قلب neg ماش نيل neg يرب مدر دخل فخم جمل مونبيب neg شتقصدينن neg مشى ايه احن نحر حسن neg صبح صبح خير لك neg بذل جلا كثر طاع neg زمن كره حن قدم عذر شرك neg عظم جمل بلغ عبر دئم عيد قبس حصء حرب خطئ تمم رصص قتل ثنى neg دكتور يقل انا جيب سؤل متح بقل سن حدش يحل علش دهي هجبل وحد سند شاء الل neg صبح خير اسء سيئ صف قرب شخص neg ساا ايه للى سبق اخ نجى ؤخذ neg حبج يا عبر neg اوق تمو حاج علش عرف اعش neg تب شي اقى جنس ريفر عطى جمع عزز قدر بلس الت ذي منة لك neg ادي قول صبح خير neg قسم الل عسل سدر جبل طبع نحل neg صبح خبر صعب خبر neg هتف ربط سلك بشر كثر حر neg قدس حرق قلب neg انا ماش فا ليش حفظ structure نهو متح نسا عنى نتو عرف نهو ماش حنفظ حفظ neg رحم غاب غيب ابد بعث نور بعث neg بغى بنت neg انا نظر خط لك كسر حجز neg نوع واع روق خلى دار شكل neg مو تقبل فكر لسن جيه ارح صبح وجه neg صاح روح دمي جمل حرف اخي neg فرض اني قضى هالليل رمش مر بهم خطط فك ظرف اخذ منة neg حزن مر ضاع لي جمع وقت طول شيء سخف neg تقل وزر ارد خرج جيل دول تقدم خرج بحث وكب طلع رؤى neg صدق شبص neg ال شغل بال neg سبح الل حمد هلى neg رقع تن neg لي دع جاب رضى سرط ذكر بدع حلم شفء موت neg الل ابي وفى صرع مرض سرط اخي neg دول حكم عقلاء دستور كتب اخذ حق لوم لئم وفء neg طرز حيو ال انا neg رب رحم امي غفر يرب neg يرب الآ روح حفل neg يم عطف سعد رجل عمل عان إحنب سرق اقل الل زاد يا فضل جنب neg هوه قلب بنت يشل كام ولد neg طفل لسط قبع سجن حلل طفل عقل خلل طفل عقل نفض neg neg طاع عرف neg تلة رقص ليل رقص انا بك دي حلو شدد باخ loudly_crying_face dove broken_heart fire fire airplane dove dizzy check_mark_button money_bag crying_face two_hearts two_hearts pensive_face broken_heart loudly_crying_face neutral_face cherry_blossom broken_heart broken_heart anxious_face_with_sweat broken_heart broken_heart smirking_face broken_heart frowning_face expressionless_face loudly_crying_face neutral_face atom_symbol flushed_face biohazard winking_face small_orange_diamond man rose rose check_mark_button hot_springs honey_pot thumbs_up prohibited prohibited hundred_points hundred_points hundred_points hundred_points smiling_face_with_smiling_eyes loudly_crying_face telephone pensive_face broken_heart pensive_face pensive_face broken_heart broken_heart broken_heart new_moon_face raised_hand pensive_face expressionless_face thinking_face disappointed_face broken_heart pensive_face Saudi_Arabia confused_face broken_heart loudly_crying_face see-no-evil_monkey prohibited prohibited prohibited loudly_crying_face knocked-out_face loudly_crying_face
neg,اجد وقت حزن ريد وقت فرح raised_hand
neg,ماش ارح لقو فتح face_with_steam_from_nose
neg,شفي جمع مرض رضى سلم sad_but_relieved_face
neg,حاج درس خصص كون وضع جدي بدن زاح volcano
neg,تكد حسا ماش نهى slightly_frowning_face
neg,هيه loudly_crying_face
neg,لان روس بطح جدي حسس فقر broken_heart
neg,الل رحم broken_heart
neg,جيش سعش حشم expressionless_face
neg,ليش كور اوى حب اهل شوف اتش كد نظر لي محط هرد دهي شوف purple_heart
neg,downcast_face_with_sweat
neg,حرك زحة اريس دي خيف broken_heart
neg,هاد اخر غنج sad_but_relieved_face
neg,طفش ونا حال ديم pensive_face
neg,سأل الل عظم رب عرش عظم شفى ياس حق جاه ال الل جبر جبر تلق عظم
neg,جمل سلب rose rose pensive_face
neg,قرر خفض وزن سمن نظر prohibited fire flexed_biceps high_voltage pensive_face fire flexed_biceps high_voltage
neg,انف جمد يل loudly_crying_face
neg,اشد حظ ارخ حزن سيد عئش رض الل ستر صحب مات رسل الل ﷺ broken_heart
neg,حضر شيء قلب broken_heart
neg,اسس قرر ورء ستر امر ثقه face_with_tears_of_joy face_with_tears_of_joy smirking_face
pos,مر حقق مره دي رشق دمغ بلح شكل شير يول سيس دي هرم face_with_tears_of_joy person_shrugginglight_skin_tone‍female_sign️
neg,ومر نصر نفذ ريق دلل ارد صرو ارد بدن رشح خطط كشف smirking_face
neg,قرر خفض وزن سمن نظر سمن سبب مرض كثر fire flexed_biceps high_voltage prohibited fire flexed_biceps high_voltage pensive_face fire flexed_biceps high_voltage fire
pos,عزى طرو فصل عدن سوق جمع لان جنب اقد حما وطن smirking_face
neg,ايش راي بهد وضع collision
neg,لهش طعم يا نجم sad_but_relieved_face
neg,طاح قهة ودك لبس صحصح كثر شرب grimacing_face
neg,يسم لاك شف صير هيلق red_heart grimacing_face
neg,الل اقم دول عدل كفر اقم دول ظلم سلم عنى عدل اسس حكم zipper-mouth_face
neg,برو هار كنت كبر broken_heart
neg,ولى رسل امر حلق انس ضرر شكل بشر منى حقق جهد بسط sad_but_relieved_face
neg,خلة الل لي جمد مره ملي loudly_crying_face
neg,وعى كنسل سمر عش أكد نهو ثقب اسد نيل نيل expressionless_face
neg,خس خدم face_with_steam_from_nose
neg,مان هيحتفل بطل معى sad_but_relieved_face
neg,حب ختل وقت كوى وضع ببد سعد broken_heart
neg,احب حبب انت عنس new_moon_face red_heart
neg,يري نبد سوق يكل
neg,فكر حبو ميعروف لي احن عمل نكل broken_heart
neg,رب خلى يا حمد يا رب see-no-evil_monkey blossom
neg,طاش طاش يا رب صاح رمض باب broken_heart
neg,ٱكتفاء رجل نثى وحد دلل ٱن ظرف ادي صعب ٱكثر raised_handlight_skin_tone confused_face
neg,انا فتة وثت جبل تنح لي لفا رئة لفا زاج لي princess snow-capped_mountain thinking_face party_popper hugging_face
neg,ليف جان هون قفى هون حال قسم الل كتب جب خطر سمح حب يلل عذل جاز طرد هوى حب
neg,موت انس انم كثر نسى كثر سرح كثر شاق اضي نمى بمذ broken_heart
neg,نصر تحد ربل شيلس اثن اهل هلل رشلو يتد
neg,انا يدو
neg,ماتحديتك انا new_moon_face
neg,سرق حية خصر وحد broken_heart
neg,اسف حقق ؤلم سكن قلب فكر رغب جمع وقع
neg,رحم روح اتت يا رحم رحم غفر حت كوى شيء غفر يا غفر يا ريم sad_but_relieved_face
neg,عرف ليش قبس احب منح new_moon_face
neg,قسم الل خيف كرى نتج وجه يآ رب crying_face
neg,توت دي تبع تبع هتبع heart_exclamation four_leaf_clover red_heart raised_hand
neg,الل زمن ولظ يعد broken_heart
neg,ريق تيم raised_hand
neg,ثبتو امل ايه new_moon_face new_moon_face
neg,فجأ بدن تلق رب جبر خطر وثق رحم red_heart blue_heart
neg,صعب شعر نكى نسي دخل شي كبر نكى رحه قلب وجع broken_heart
neg,صيدل نهد thinking_face
neg,بلن لمس كرة يد طار ثلث نقط يفد وقت اين نتم يا thinking_face
neg,ترى رنس قعى قمر كوكب شمس بلغ قطر كرة جوف blue_heart blue_heart
neg,انم ال سعة بقة اقلع slightly_frowning_face
neg,كثر شي ازم رمض غسل واع فطر امي ماتقصر غسل شي اذن احب
neg,انا دفع مشى new_moon_face
neg,يدو بيع هتف ذكي astonished_face
neg,وشى تور يم قصد ثور anxious_face_with_sweat
neg,فهم شلا عط راي نسب حق تجر لي ذكر شن وضع thinking_face
neg,زمن صدر قرر طرق سفر امر عمن وئل دول تجر بشر نشر ناس
neg,لاه منع thinking_face
neg,احظ شاخ crying_face
neg,سير ترل قعد رضع مزح مزح حدث هه baby_bottle baby_bottle broken_heart face_with_tears_of_joy face_with_tears_of_joy cigarette face_with_tears_of_joy face_with_tears_of_joy
neg,قمرر اوي حلق خلص ضطر است جمع جاي heart_suit heart_suit loudly_crying_face
neg,كسر خطر شي snake
neg,الل ماش قصة طول هنكسب هنصعد دا ماش مهم انن صعد لسن دي ماش شكل ال
neg,الل لعن يوتييووب جممد weary_face
neg,انا رحل نتا طفأ نور دخل لشى broken_heart
neg,بخذ حق pensive_face
neg,حدا شرط تكت بطر خلص طاف see-no-evil_monkey
neg,خذا روك لي خلي حلل disappointed_face
neg,عز الل عقب صور لكم grimacing_face
neg,صاح بوح امر نجد ردة ضفه pensive_face
neg,اسف بشر يدى كلب شوي broken_heart
neg,مطر حرف جبر خطر
neg,وجى حق خطف هلز loudly_crying_face
neg,كنت انس حزن broken_heart
neg,رمى ترب احب غدر لحى ادر دنا تفه بقء
neg,لول خيط سقر عمق شمع طاع حرق حرق سلل عمق قلب broken_heart
neg,نو ذي حزن اني شوف لسن جيه broken_heart
neg,ديم خلى وقت برك broken_heart
neg,عنجد هلح flushed_face
neg,كوى قان صرم يدب هالوحوش عور قلب يلل وحد اعن broken_heart
neg,نقل صفح تاج دين شفع تكن كسع كسعى رمى ناس خطأ سهم خرج pushpin bow_and_arrow bow_and_arrow
neg,تخل ونا ارس جت روق صغيرو سما شاف ثقة loudly_crying_face
neg,ثنى فرق احن نهى حب خلص ذكر ذاب روح اجر اني broken_heart
neg,نشف مان لي شخبط ثني smirking_face
neg,ام يا رب شكر person_bowing
neg,اخه وفى حدث قعد غنى هلب شوي الل رحم غفر broken_heart
neg,تبع ثلث وسم اخخ يا رب سمح loudly_crying_face
neg,صبح خير ييم صبح خير جرح حزب صبح خير يوط غلي crying_face
neg,لاه واح عرف نهو مينفعش broken_heart
neg,هقى عيش سجن حن الل طلب رض جمل حن عذب صنف ثمن اعش
neg,الل رحم sad_but_relieved_face
neg,رب حرم رؤى جن قلب مزق شوقآ ألمآ رقآ حنينآ broken_heart
neg,الل بكر دوم لزم ذكر persevering_face
neg,عمر broken_heart broken_heart
